1,1800,CDS,+,lepA
1816,2805,CDS,+,lepB
3002,3682,CDS,+,rnc
3689,4594,CDS,+,era
4594,5295,CDS,+,recO
5419,6150,CDS,+,pdxJ
6150,6530,CDS,+,acpS
7070,7570,CDS,+,tadA
10965,12218,CDS,+,glyA
13102,13908,CDS,-,suhB
14671,15831,CDS,+,iscS
16097,17386,CDS,+,pepB
18281,18652,pseudogene,+,ndk
20124,20720,CDS,+,rodZ
21840,23114,CDS,+,hisS
23158,23667,CDS,+,GEFVIR_00015
23711,24859,CDS,+,bamB
24959,26338,CDS,+,der
28195,28268,tRNA,+,GEFVIR_00018
28332,28407,tRNA,+,GEFVIR_00019
28419,28503,tRNA,+,GEFVIR_00020
28583,28658,tRNA,+,GEFVIR_00021
33908,36076,CDS,+,uvrD
38929,40035,CDS,+,asd
40344,40919,CDS,-,nfuA
46021,46587,CDS,+,aroK
48085,48530,pseudogene,+,dam
48660,49331,CDS,+,rpe
49764,50798,CDS,+,trpS
53253,54041,CDS,+,fkpA
55037,55429,CDS,+,tusD
55437,55796,CDS,+,dsrF
55814,56101,CDS,+,tusB
56232,56606,CDS,+,rpsL
56703,57173,CDS,+,rpsG
57271,59376,CDS,+,fusA
59447,60631,CDS,+,tufA_1
60817,61200,CDS,+,secE
61202,61747,CDS,+,nusG
61890,62318,CDS,+,rplK
62329,63033,CDS,+,rplA
63347,63844,CDS,+,rplJ
63917,64285,CDS,+,rplL
64297,64354,mature_transcript,+,GEFVIR_00045
64618,68640,CDS,+,rpoB
68738,72958,CDS,+,rpoC
73112,74105,pseudogene,-,thiH
74267,74476,pseudogene,-,thiG
75943,76599,CDS,-,thiE
76596,78527,CDS,-,thiC
81265,81537,CDS,+,hupA
86075,86932,CDS,+,lgt
87850,90078,pseudogene,+,recB
90200,90619,pseudogene,+,recD
93701,93777,tRNA,-,GEFVIR_00056
96519,97361,CDS,-,queF
101546,102340,CDS,-,map
102666,103391,CDS,+,rpsB
103501,104325,CDS,+,tsf
104452,105222,CDS,+,pyrH
105293,105850,CDS,+,frr
107170,107931,CDS,+,ispU
107944,108801,CDS,+,cdsA
110126,110146,signal_peptide,+,Parent=GEFVIR_00065
110126,112555,CDS,+,bamA
112701,113198,CDS,+,skp
113202,114224,CDS,+,lpxD
114369,114824,CDS,+,fabZ
114829,115617,CDS,+,lpxA
115620,116768,CDS,+,lpxB
117190,120672,CDS,+,dnaE
120691,121644,CDS,+,accA
123062,124594,CDS,+,tilS
126616,126759,CDS,-,GEFVIR_00074
127322,129046,CDS,-,proS
132081,132157,tRNA,+,GEFVIR_00076
132868,133641,CDS,-,gloB
134246,134713,CDS,-,rnhA
134770,135519,CDS,+,dnaQ
139154,139229,tRNA,+,GEFVIR_00080
144195,145259,CDS,+,queA
145463,146602,CDS,+,tgt
146615,146947,CDS,+,yajC
148389,148859,CDS,+,ribE
148875,149300,CDS,+,nusB
149905,150396,CDS,+,pgpA
151334,153202,CDS,-,dxs
155341,155609,pseudogene,+,thiI
160090,160713,CDS,+,clpP
160860,162137,CDS,+,clpX
162348,164708,CDS,+,lon
165116,166987,CDS,+,ppiD
167505,168200,CDS,-,queC
169039,169135,mature_transcript,-,GEFVIR_00093
170717,172819,CDS,+,dnaX
172879,173208,CDS,+,ybaB
173208,173813,CDS,+,recR
174316,174963,CDS,+,adk
175409,176395,CDS,+,hemH
176711,177430,CDS,-,lpxH
178184,179560,CDS,+,cysS
179850,180713,CDS,-,folD
180894,180970,tRNA,+,GEFVIR_00102
182814,185600,CDS,+,polA
185996,186622,CDS,-,engB
190282,192087,CDS,+,typA
192288,193394,CDS,-,ychF
193519,194100,CDS,-,pth
194300,195250,CDS,-,prs
195940,196455,CDS,-,lolB
197923,199005,CDS,+,prfA
199005,199862,CDS,+,prmC
199993,200844,CDS,+,kdsA
205989,207911,CDS,+,thrS
207915,208454,CDS,+,infC
208541,208738,CDS,+,rpmI
208792,209148,CDS,+,rplT
209465,210448,CDS,+,pheS
210464,212851,CDS,+,pheT
212856,213158,CDS,+,ihfA
216320,216706,CDS,+,iscA
216706,218217,CDS,+,sufB
218280,219017,CDS,+,sufC
219001,220272,CDS,+,sufD
220284,221507,CDS,+,sufS
221521,221967,CDS,+,sufE
222358,223770,CDS,-,pykF
223950,224074,mature_transcript,+,GEFVIR_00127
224036,224112,tRNA,-,GEFVIR_00128
226360,226695,CDS,+,grxD
226842,227546,CDS,-,rnt
228747,229143,pseudogene,+,slyA
230987,232264,CDS,+,tyrS
234100,234735,CDS,-,nth
237453,237802,pseudogene,+,GEFVIR_0133
239260,240108,CDS,-,manZ
240116,240922,CDS,-,manY
241008,241970,CDS,-,manX
242347,242442,CDS,-,GEFVIR_00136
242560,244113,CDS,+,corC
245222,246107,pseudogene,-,pabB
247799,248500,CDS,+,tsaB
249903,250169,CDS,-,minE
250173,250985,CDS,-,minD
251000,251686,CDS,-,minC
252662,253177,CDS,-,dsbB
253963,255693,CDS,-,cvrA
256694,257698,CDS,-,gapA
258181,258987,CDS,-,xthA
261294,261701,CDS,-,hns
263154,264614,CDS,-,cls
265615,266367,CDS,+,GEFVIR_00148
267171,267977,CDS,-,trpA
267977,269167,CDS,-,trpB
269201,270565,CDS,-,trpC
270573,271580,CDS,-,trpGD_1
271595,272173,CDS,-,trpGD_2
272173,273735,CDS,-,trpE
274626,275459,CDS,+,rluB
276286,277347,CDS,+,sohB
278099,280711,CDS,+,topA
282600,283400,CDS,-,fabI
286292,289813,CDS,-,nifJ
291617,293686,CDS,-,ptrB
294154,295626,CDS,-,zwf
295817,296779,CDS,-,msbB
296846,298180,CDS,-,mepM
298193,299170,CDS,-,znuA
299243,300004,CDS,+,znuC
299997,300782,CDS,+,znuB
300866,301882,CDS,-,ruvB
301891,302508,CDS,-,ruvA
302617,303138,CDS,-,ruvC
303178,303924,CDS,-,yebC
304382,306166,CDS,-,aspS
307805,308542,CDS,+,cmoA
308545,309516,CDS,+,cmoB
309931,311661,CDS,+,argS
311816,313348,CDS,-,murJ
314414,314502,tRNA,+,GEFVIR_00176
318247,319215,CDS,-,gutQ
320438,321335,pseudogene,+,sbcB
322980,324386,CDS,-,gnd
326750,328423,CDS,-,metG
332914,333201,CDS,+,rplY
334110,334185,tRNA,+,GEFVIR_00182
335724,335747,signal_peptide,-,Parent=GEFVIR_00183
334629,335747,CDS,-,ompC
337031,339622,CDS,-,gyrA
346389,347591,CDS,+,ackA
347665,349785,CDS,+,pta
352331,353587,CDS,-,folC
353744,354610,CDS,-,accD
355323,356108,CDS,-,truA
356419,357552,CDS,-,pdxB
358658,359869,CDS,-,fabB
360613,361551,CDS,-,prmB
361773,362249,CDS,-,sixA
363056,363367,pseudogene,-,GEFVIR_0196
365106,365178,tRNA,+,GEFVIR_00194
365967,366041,tRNA,-,GEFVIR_00195
366148,367575,CDS,-,gltX
367815,367889,tRNA,+,GEFVIR_00197
367909,367983,tRNA,+,GEFVIR_00198
368612,369967,CDS,+,pssA
370136,372712,CDS,-,clpB
373415,374395,CDS,-,rluD
374479,375222,CDS,+,bamD
376188,376544,CDS,-,rplS
376609,377367,CDS,-,trmD
377405,377953,CDS,-,rimM
377972,378220,CDS,-,rpsP
378325,379692,CDS,-,ffh
381227,381303,tRNA,-,GEFVIR_00208
381311,381403,tRNA,-,GEFVIR_00209
381853,384486,CDS,-,alaS
384640,385092,CDS,-,recX
385159,386226,CDS,-,recA
389798,392377,CDS,+,mutS
393387,394442,CDS,-,nlpD
396093,396395,CDS,-,ftsB
398546,398908,CDS,+,queD
399075,399749,CDS,-,queE
399854,401155,CDS,-,eno
401215,402873,CDS,-,pyrG
403606,403950,CDS,-,erpA
405833,406396,CDS,+,ahpC
406938,407132,CDS,+,GEFVIR_00222
408807,408882,tRNA,+,GEFVIR_00223
410487,411326,CDS,-,djlA
411486,413858,CDS,+,lptD
414039,415205,CDS,+,surA
415195,416187,CDS,+,pdxA
416180,416998,CDS,+,rsmA
417210,418058,CDS,+,apaH
418404,421625,CDS,-,carB
421627,422793,CDS,-,carA
423222,424043,CDS,-,dapB
425499,426011,CDS,-,lspA
426011,428827,CDS,-,ileS
429975,430238,CDS,+,rpsT
431249,433162,CDS,+,dnaK
433275,434417,CDS,+,dnaJ
437516,437932,CDS,-,holD
438628,440436,CDS,-,deaD
441372,443462,CDS,-,pnp
443720,443989,CDS,-,rpsO
444109,445050,CDS,-,truB
445122,445478,CDS,-,rbfA
445542,448202,CDS,-,infB
448228,449727,CDS,-,nusA
450357,450442,tRNA,-,GEFVIR_00246
450511,450843,CDS,-,secG
452075,452920,CDS,-,folP
453128,454948,CDS,-,ftsH
454995,455624,CDS,-,rlmE
456119,456595,CDS,-,greA
457961,459025,CDS,-,obg
459248,459505,CDS,-,rpmA
459521,459832,CDS,-,rplU
461187,462557,CDS,-,mpl
463373,463897,CDS,+,ppa
465607,466059,CDS,-,rplI
466098,466325,CDS,-,rpsR
466330,466647,CDS,-,priB
466654,467049,CDS,-,rpsF
468133,468870,CDS,-,rlmB
469255,471501,CDS,-,rnr
473038,474036,CDS,-,hflC
474040,475251,CDS,-,hflK
476375,476680,CDS,-,hfq
476787,477728,CDS,-,miaA
479755,481500,CDS,-,amiB
481512,481976,CDS,-,tsaE
485851,485925,tRNA,-,GEFVIR_00269
486065,486610,CDS,-,orn
487490,488377,CDS,+,psd
489675,490652,CDS,-,epmA
491135,491701,CDS,-,efp
491734,492759,CDS,+,epmB
492952,494592,CDS,-,groL
494638,494931,CDS,-,groS
